State,Year,Month,Crime Description,Crime Count,Cluster_ID
Andhra Pradesh,2020,9,ROBBERY,2.0,0
Andhra Pradesh,2020,9,SEXUAL ASSAULT,2.0,0
Andhra Pradesh,2020,9,TRAFFIC VIOLATION,1.0,0
Andhra Pradesh,2020,9,VANDALISM,1.0,0
Andhra Pradesh,2020,9,VEHICLE - STOLEN,1.0,0
Andhra Pradesh,2020,10,ASSAULT,1.0,0
Andhra Pradesh,2020,10,DRUG OFFENSE,2.0,0
Andhra Pradesh,2020,10,FRAUD,2.0,0
Andhra Pradesh,2020,10,HOMICIDE,4.0,0
Andhra Pradesh,2020,10,IDENTITY THEFT,1.0,0
Andhra Pradesh,2020,10,ILLEGAL POSSESSION,1.0,0
Andhra Pradesh,2020,10,SHOPLIFTING,1.0,0
Andhra Pradesh,2020,10,TRAFFIC VIOLATION,1.0,0
Andhra Pradesh,2020,10,VEHICLE - STOLEN,3.0,0
Andhra Pradesh,2020,11,ARSON,3.0,0
Andhra Pradesh,2020,11,ASSAULT,2.0,0
Andhra Pradesh,2020,11,BURGLARY,1.0,0
Andhra Pradesh,2020,11,COUNTERFEITING,1.0,0
Andhra Pradesh,2020,11,DOMESTIC VIOLENCE,1.0,0
Andhra Pradesh,2020,11,DRUG OFFENSE,1.0,0
Andhra Pradesh,2020,11,EXTORTION,2.0,0
Andhra Pradesh,2020,11,FIREARM OFFENSE,1.0,0
Andhra Pradesh,2020,11,HOMICIDE,1.0,0
Andhra Pradesh,2020,11,IDENTITY THEFT,1.0,0
Andhra Pradesh,2020,11,SHOPLIFTING,1.0,0
Andhra Pradesh,2020,12,ASSAULT,4.0,0
Andhra Pradesh,2020,12,BURGLARY,1.0,0
Andhra Pradesh,2020,12,DRUG OFFENSE,1.0,0
Andhra Pradesh,2020,12,FIREARM OFFENSE,2.0,0
Andhra Pradesh,2020,12,FRAUD,1.0,0
Andhra Pradesh,2020,12,ILLEGAL POSSESSION,1.0,0
Andhra Pradesh,2020,12,PUBLIC INTOXICATION,1.0,0
Andhra Pradesh,2020,12,TRAFFIC VIOLATION,2.0,0
Andhra Pradesh,2020,12,VANDALISM,1.0,0
Andhra Pradesh,2021,1,ARSON,1.0,0
Andhra Pradesh,2021,1,ASSAULT,1.0,0
Andhra Pradesh,2021,1,CYBERCRIME,1.0,0
Andhra Pradesh,2021,1,DOMESTIC VIOLENCE,2.0,0
Andhra Pradesh,2021,1,FRAUD,2.0,0
Andhra Pradesh,2021,1,IDENTITY THEFT,2.0,0
Andhra Pradesh,2021,1,KIDNAPPING,2.0,0
Andhra Pradesh,2021,1,TRAFFIC VIOLATION,2.0,0
Andhra Pradesh,2021,1,VANDALISM,1.0,0
Andhra Pradesh,2021,1,VEHICLE - STOLEN,,0
Andhra Pradesh,2021,2,ARSON,1.0,0
Andhra Pradesh,2021,2,ASSAULT,1.0,0
Andhra Pradesh,2021,2,BURGLARY,3.0,0
Andhra Pradesh,2021,2,CYBERCRIME,2.0,0
Andhra Pradesh,2021,2,PUBLIC INTOXICATION,1.0,0
Andhra Pradesh,2021,2,SEXUAL ASSAULT,2.0,0
Andhra Pradesh,2021,2,SHOPLIFTING,2.0,0
Andhra Pradesh,2021,2,TRAFFIC VIOLATION,1.0,0
Andhra Pradesh,2021,2,VANDALISM,1.0,0
Andhra Pradesh,2021,2,VEHICLE - STOLEN,1.0,0
Andhra Pradesh,2021,3,BURGLARY,2.0,0
Andhra Pradesh,2021,3,CYBERCRIME,1.0,0
Andhra Pradesh,2021,3,DOMESTIC VIOLENCE,1.0,0
Andhra Pradesh,2021,3,DRUG OFFENSE,1.0,0
Andhra Pradesh,2021,3,FIREARM OFFENSE,1.0,0
Andhra Pradesh,2021,3,FRAUD,3.0,0
Andhra Pradesh,2021,3,HOMICIDE,2.0,0
Andhra Pradesh,2021,3,KIDNAPPING,2.0,0
Andhra Pradesh,2021,3,TRAFFIC VIOLATION,1.0,0
Andhra Pradesh,2021,4,ASSAULT,1.0,3
Andhra Pradesh,2021,4,BURGLARY,1.0,3
Andhra Pradesh,2021,4,COUNTERFEITING,1.0,3
Andhra Pradesh,2021,4,EXTORTION,1.0,3
Andhra Pradesh,2021,4,FRAUD,1.0,3
Andhra Pradesh,2021,4,ILLEGAL POSSESSION,2.0,3
Andhra Pradesh,2021,4,KIDNAPPING,1.0,3
Andhra Pradesh,2021,4,ROBBERY,2.0,3
Andhra Pradesh,2021,4,SEXUAL ASSAULT,1.0,3
Andhra Pradesh,2021,4,SHOPLIFTING,1.0,3
Andhra Pradesh,2021,4,TRAFFIC VIOLATION,1.0,3
Andhra Pradesh,2021,4,VANDALISM,1.0,3
Andhra Pradesh,2021,4,VEHICLE - STOLEN,1.0,3
Andhra Pradesh,2021,5,ARSON,1.0,0
Andhra Pradesh,2021,5,ASSAULT,2.0,0
Andhra Pradesh,2021,5,DRUG OFFENSE,1.0,0
Andhra Pradesh,2021,5,FIREARM OFFENSE,1.0,0
Andhra Pradesh,2021,5,FRAUD,3.0,0
Andhra Pradesh,2021,5,ILLEGAL POSSESSION,1.0,0
Andhra Pradesh,2021,5,ROBBERY,2.0,0
Andhra Pradesh,2021,6,ARSON,1.0,0
Andhra Pradesh,2021,6,CYBERCRIME,2.0,0
Andhra Pradesh,2021,6,DOMESTIC VIOLENCE,2.0,0
Andhra Pradesh,2021,6,FRAUD,1.0,0
Andhra Pradesh,2021,6,SEXUAL ASSAULT,1.0,0
Andhra Pradesh,2021,6,SHOPLIFTING,1.0,0
Andhra Pradesh,2021,6,VANDALISM,1.0,0
Andhra Pradesh,2021,7,ASSAULT,2.0,0
Andhra Pradesh,2021,7,CYBERCRIME,1.0,0
Andhra Pradesh,2021,7,EXTORTION,1.0,0
Andhra Pradesh,2021,7,FIREARM OFFENSE,2.0,0
Andhra Pradesh,2021,7,HOMICIDE,1.0,0
Andhra Pradesh,2021,7,PUBLIC INTOXICATION,1.0,0
Andhra Pradesh,2021,7,TRAFFIC VIOLATION,2.0,0
Andhra Pradesh,2021,7,VEHICLE - STOLEN,1.0,0
Andhra Pradesh,2021,8,ARSON,3.0,0
Andhra Pradesh,2021,8,BURGLARY,1.0,0
Andhra Pradesh,2021,8,CYBERCRIME,1.0,0
Andhra Pradesh,2021,8,DRUG OFFENSE,1.0,0
Andhra Pradesh,2021,8,FIREARM OFFENSE,1.0,0
Andhra Pradesh,2021,8,FRAUD,1.0,0
Andhra Pradesh,2021,8,SHOPLIFTING,1.0,0
Andhra Pradesh,2021,8,TRAFFIC VIOLATION,1.0,0
Andhra Pradesh,2021,8,VEHICLE - STOLEN,1.0,0
Andhra Pradesh,2021,9,ASSAULT,3.0,0
Andhra Pradesh,2021,9,DOMESTIC VIOLENCE,1.0,0
Andhra Pradesh,2021,9,FIREARM OFFENSE,2.0,0
Andhra Pradesh,2021,9,FRAUD,1.0,0
Andhra Pradesh,2021,9,ROBBERY,1.0,0
Andhra Pradesh,2021,9,SEXUAL ASSAULT,1.0,0
Andhra Pradesh,2021,9,TRAFFIC VIOLATION,1.0,0
Andhra Pradesh,2021,9,VEHICLE - STOLEN,1.0,0
Andhra Pradesh,2021,10,ARSON,2.0,0
Andhra Pradesh,2021,10,ASSAULT,1.0,0
Andhra Pradesh,2021,10,BURGLARY,1.0,0
Andhra Pradesh,2021,10,FIREARM OFFENSE,1.0,0
Andhra Pradesh,2021,10,HOMICIDE,1.0,0
Andhra Pradesh,2021,10,IDENTITY THEFT,1.0,0
Andhra Pradesh,2021,10,ILLEGAL POSSESSION,2.0,0
Andhra Pradesh,2021,10,SHOPLIFTING,1.0,0
Andhra Pradesh,2021,10,VANDALISM,1.0,0
Andhra Pradesh,2021,11,ASSAULT,1.0,0
Andhra Pradesh,2021,11,BURGLARY,1.0,0
Andhra Pradesh,2021,11,DRUG OFFENSE,1.0,0
Andhra Pradesh,2021,11,EXTORTION,1.0,0
Andhra Pradesh,2021,11,HOMICIDE,1.0,0
Andhra Pradesh,2021,11,IDENTITY THEFT,1.0,0
Andhra Pradesh,2021,11,PUBLIC INTOXICATION,2.0,0
Andhra Pradesh,2021,11,ROBBERY,1.0,0
Andhra Pradesh,2021,11,SEXUAL ASSAULT,1.0,0
Andhra Pradesh,2021,11,TRAFFIC VIOLATION,1.0,0
Andhra Pradesh,2021,11,VANDALISM,1.0,0
Andhra Pradesh,2021,12,ARSON,1.0,0
Andhra Pradesh,2021,12,ASSAULT,1.0,0
Andhra Pradesh,2021,12,COUNTERFEITING,1.0,0
Andhra Pradesh,2021,12,CYBERCRIME,2.0,0
Andhra Pradesh,2021,12,DRUG OFFENSE,1.0,0
Andhra Pradesh,2021,12,EXTORTION,1.0,0
Andhra Pradesh,2021,12,ILLEGAL POSSESSION,2.0,0
Andhra Pradesh,2021,12,SEXUAL ASSAULT,2.0,0
Andhra Pradesh,2021,12,TRAFFIC VIOLATION,2.0,0
Andhra Pradesh,2021,12,VEHICLE - STOLEN,2.0,0
Andhra Pradesh,2022,1,ARSON,1.0,3
Andhra Pradesh,2022,1,BURGLARY,1.0,3
Andhra Pradesh,2022,1,COUNTERFEITING,2.0,3
Andhra Pradesh,2022,1,CYBERCRIME,1.0,3
Andhra Pradesh,2022,1,EXTORTION,1.0,3
Andhra Pradesh,2022,1,FIREARM OFFENSE,3.0,3
Andhra Pradesh,2022,1,FRAUD,1.0,3
Andhra Pradesh,2022,1,IDENTITY THEFT,1.0,3
Andhra Pradesh,2022,1,ILLEGAL POSSESSION,1.0,3
Andhra Pradesh,2022,1,KIDNAPPING,1.0,3
Andhra Pradesh,2022,1,PUBLIC INTOXICATION,1.0,3
Andhra Pradesh,2022,1,SEXUAL ASSAULT,1.0,3
Andhra Pradesh,2022,1,TRAFFIC VIOLATION,2.0,3
Andhra Pradesh,2022,1,VEHICLE - STOLEN,1.0,3
Andhra Pradesh,2022,2,ASSAULT,1.0,0
Andhra Pradesh,2022,2,CYBERCRIME,2.0,0
Andhra Pradesh,2022,2,EXTORTION,1.0,0
Andhra Pradesh,2022,2,HOMICIDE,1.0,0
Andhra Pradesh,2022,2,IDENTITY THEFT,2.0,0
Andhra Pradesh,2022,2,ILLEGAL POSSESSION,1.0,0
Andhra Pradesh,2022,2,PUBLIC INTOXICATION,1.0,0
Andhra Pradesh,2022,2,TRAFFIC VIOLATION,2.0,0
Andhra Pradesh,2022,3,ASSAULT,1.0,0
Andhra Pradesh,2022,3,COUNTERFEITING,1.0,0
Andhra Pradesh,2022,3,DRUG OFFENSE,1.0,0
Andhra Pradesh,2022,3,FRAUD,1.0,0
Andhra Pradesh,2022,3,IDENTITY THEFT,2.0,0
Andhra Pradesh,2022,3,ROBBERY,1.0,0
Andhra Pradesh,2022,3,VANDALISM,3.0,0
Andhra Pradesh,2022,3,VEHICLE - STOLEN,1.0,0
Andhra Pradesh,2022,4,ARSON,2.0,0
Andhra Pradesh,2022,4,BURGLARY,2.0,0
Andhra Pradesh,2022,4,FRAUD,1.0,0
Andhra Pradesh,2022,4,IDENTITY THEFT,1.0,0
Andhra Pradesh,2022,4,PUBLIC INTOXICATION,1.0,0
Andhra Pradesh,2022,4,ROBBERY,1.0,0
Andhra Pradesh,2022,4,SEXUAL ASSAULT,2.0,0
Andhra Pradesh,2022,4,TRAFFIC VIOLATION,1.0,0
Andhra Pradesh,2022,4,VANDALISM,1.0,0
Andhra Pradesh,2022,5,ASSAULT,1.0,0
Andhra Pradesh,2022,5,CYBERCRIME,2.0,0
Andhra Pradesh,2022,5,DOMESTIC VIOLENCE,1.0,0
Andhra Pradesh,2022,5,EXTORTION,2.0,0
Andhra Pradesh,2022,5,FIREARM OFFENSE,1.0,0
Andhra Pradesh,2022,5,FRAUD,1.0,0
Andhra Pradesh,2022,5,IDENTITY THEFT,1.0,0
Andhra Pradesh,2022,5,ILLEGAL POSSESSION,1.0,0
Andhra Pradesh,2022,5,KIDNAPPING,2.0,0
Andhra Pradesh,2022,5,PUBLIC INTOXICATION,1.0,0
Andhra Pradesh,2022,5,VANDALISM,1.0,0
Andhra Pradesh,2022,6,ASSAULT,1.0,0
Andhra Pradesh,2022,6,DOMESTIC VIOLENCE,1.0,0
Andhra Pradesh,2022,6,EXTORTION,2.0,0
Andhra Pradesh,2022,6,FIREARM OFFENSE,1.0,0
Andhra Pradesh,2022,6,IDENTITY THEFT,1.0,0
Andhra Pradesh,2022,6,KIDNAPPING,2.0,0
Andhra Pradesh,2022,6,SEXUAL ASSAULT,1.0,0
Andhra Pradesh,2022,6,SHOPLIFTING,1.0,0
Andhra Pradesh,2022,6,TRAFFIC VIOLATION,1.0,0
Andhra Pradesh,2022,6,VEHICLE - STOLEN,1.0,0
Andhra Pradesh,2022,7,PUBLIC INTOXICATION,1.0,0
Andhra Pradesh,2022,7,SEXUAL ASSAULT,1.0,0
Andhra Pradesh,2022,7,SHOPLIFTING,1.0,0
Andhra Pradesh,2022,7,TRAFFIC VIOLATION,1.0,0
Andhra Pradesh,2022,7,VEHICLE - STOLEN,1.0,0
Andhra Pradesh,2022,8,BURGLARY,1.0,3
Andhra Pradesh,2022,8,CYBERCRIME,1.0,3
Andhra Pradesh,2022,8,DRUG OFFENSE,1.0,3
Andhra Pradesh,2022,8,FIREARM OFFENSE,2.0,3
Andhra Pradesh,2022,8,FRAUD,1.0,3
Andhra Pradesh,2022,8,HOMICIDE,1.0,3
Andhra Pradesh,2022,8,IDENTITY THEFT,1.0,3
Andhra Pradesh,2022,8,ILLEGAL POSSESSION,1.0,3
Andhra Pradesh,2022,8,KIDNAPPING,2.0,3
Andhra Pradesh,2022,8,SEXUAL ASSAULT,1.0,3
Andhra Pradesh,2022,8,SHOPLIFTING,1.0,3
Andhra Pradesh,2022,8,TRAFFIC VIOLATION,2.0,3
Andhra Pradesh,2022,8,VANDALISM,1.0,3
Andhra Pradesh,2022,8,VEHICLE - STOLEN,1.0,3
Andhra Pradesh,2022,9,ARSON,1.0,0
Andhra Pradesh,2022,9,BURGLARY,2.0,0
Andhra Pradesh,2022,9,CYBERCRIME,1.0,0
Andhra Pradesh,2022,9,FRAUD,1.0,0
Andhra Pradesh,2022,9,ILLEGAL POSSESSION,1.0,0
Andhra Pradesh,2022,9,KIDNAPPING,1.0,0
Andhra Pradesh,2022,9,ROBBERY,1.0,0
Andhra Pradesh,2022,9,TRAFFIC VIOLATION,1.0,0
Andhra Pradesh,2022,9,VEHICLE - STOLEN,1.0,0
Andhra Pradesh,2022,10,BURGLARY,1.0,0
Andhra Pradesh,2022,10,CYBERCRIME,2.0,0
Andhra Pradesh,2022,10,HOMICIDE,1.0,0
Andhra Pradesh,2022,10,ROBBERY,1.0,0
Andhra Pradesh,2022,10,SEXUAL ASSAULT,2.0,0
Andhra Pradesh,2022,10,VEHICLE - STOLEN,1.0,0
Andhra Pradesh,2022,11,ARSON,1.0,3
Andhra Pradesh,2022,11,COUNTERFEITING,3.0,3
Andhra Pradesh,2022,11,CYBERCRIME,2.0,3
Andhra Pradesh,2022,11,DOMESTIC VIOLENCE,3.0,3
Andhra Pradesh,2022,11,DRUG OFFENSE,2.0,3
Andhra Pradesh,2022,11,EXTORTION,1.0,3
Andhra Pradesh,2022,11,FIREARM OFFENSE,1.0,3
Andhra Pradesh,2022,11,FRAUD,1.0,3
Andhra Pradesh,2022,11,IDENTITY THEFT,1.0,3
Andhra Pradesh,2022,11,TRAFFIC VIOLATION,1.0,3
Andhra Pradesh,2022,11,VANDALISM,1.0,3
Andhra Pradesh,2022,11,VEHICLE - STOLEN,2.0,3
Andhra Pradesh,2022,12,ARSON,4.0,0
Andhra Pradesh,2022,12,CYBERCRIME,1.0,0
Andhra Pradesh,2022,12,DOMESTIC VIOLENCE,1.0,0
Andhra Pradesh,2022,12,DRUG OFFENSE,1.0,0
Andhra Pradesh,2022,12,FIREARM OFFENSE,1.0,0
Andhra Pradesh,2022,12,FRAUD,3.0,0
Andhra Pradesh,2022,12,HOMICIDE,1.0,0
Andhra Pradesh,2022,12,IDENTITY THEFT,1.0,0
Andhra Pradesh,2022,12,ILLEGAL POSSESSION,1.0,0
Andhra Pradesh,2022,12,ROBBERY,1.0,0
Andhra Pradesh,2022,12,VANDALISM,1.0,0
Andhra Pradesh,2023,1,DOMESTIC VIOLENCE,3.0,0
Andhra Pradesh,2023,1,DRUG OFFENSE,1.0,0
Andhra Pradesh,2023,1,FIREARM OFFENSE,4.0,0
Andhra Pradesh,2023,1,FRAUD,1.0,0
Andhra Pradesh,2023,1,IDENTITY THEFT,3.0,0
Andhra Pradesh,2023,1,ILLEGAL POSSESSION,1.0,0
Andhra Pradesh,2023,1,PUBLIC INTOXICATION,2.0,0
Andhra Pradesh,2023,1,SEXUAL ASSAULT,1.0,0
Andhra Pradesh,2023,1,VANDALISM,2.0,0
Andhra Pradesh,2023,1,VEHICLE - STOLEN,1.0,0
Andhra Pradesh,2023,2,BURGLARY,1.0,0
Andhra Pradesh,2023,2,CYBERCRIME,1.0,0
Andhra Pradesh,2023,2,DRUG OFFENSE,1.0,0
Andhra Pradesh,2023,2,EXTORTION,2.0,0
Andhra Pradesh,2023,2,FRAUD,1.0,0
Andhra Pradesh,2023,2,HOMICIDE,1.0,0
Andhra Pradesh,2023,2,ILLEGAL POSSESSION,1.0,0
Andhra Pradesh,2023,2,PUBLIC INTOXICATION,1.0,0
Andhra Pradesh,2023,2,TRAFFIC VIOLATION,1.0,0
Andhra Pradesh,2023,2,VANDALISM,1.0,0
Andhra Pradesh,2023,3,DOMESTIC VIOLENCE,1.0,0
Andhra Pradesh,2023,3,DRUG OFFENSE,1.0,0
Andhra Pradesh,2023,3,FIREARM OFFENSE,3.0,0
Andhra Pradesh,2023,3,IDENTITY THEFT,1.0,0
Andhra Pradesh,2023,3,KIDNAPPING,1.0,0
Andhra Pradesh,2023,3,ROBBERY,1.0,0
Andhra Pradesh,2023,4,BURGLARY,2.0,0
Andhra Pradesh,2023,4,CYBERCRIME,1.0,0
Andhra Pradesh,2023,4,DRUG OFFENSE,1.0,0
Andhra Pradesh,2023,4,FRAUD,2.0,0
Andhra Pradesh,2023,4,IDENTITY THEFT,1.0,0
Andhra Pradesh,2023,4,PUBLIC INTOXICATION,1.0,0
Andhra Pradesh,2023,4,SHOPLIFTING,1.0,0
Andhra Pradesh,2023,4,VEHICLE - STOLEN,1.0,0
Andhra Pradesh,2023,5,ARSON,2.0,0
Andhra Pradesh,2023,5,COUNTERFEITING,1.0,0
Andhra Pradesh,2023,5,DOMESTIC VIOLENCE,1.0,0
Andhra Pradesh,2023,5,DRUG OFFENSE,3.0,0
Andhra Pradesh,2023,5,FRAUD,1.0,0
Andhra Pradesh,2023,5,IDENTITY THEFT,1.0,0
Andhra Pradesh,2023,5,ROBBERY,1.0,0
Andhra Pradesh,2023,5,SHOPLIFTING,1.0,0
Andhra Pradesh,2023,5,TRAFFIC VIOLATION,1.0,0
Andhra Pradesh,2023,6,DOMESTIC VIOLENCE,1.0,0
Andhra Pradesh,2023,6,DRUG OFFENSE,1.0,0
Andhra Pradesh,2023,6,EXTORTION,1.0,0
Andhra Pradesh,2023,6,HOMICIDE,2.0,0
Andhra Pradesh,2023,6,IDENTITY THEFT,2.0,0
Andhra Pradesh,2023,6,ILLEGAL POSSESSION,2.0,0
Andhra Pradesh,2023,6,VANDALISM,1.0,0
Andhra Pradesh,2023,7,ARSON,1.0,0
Andhra Pradesh,2023,7,BURGLARY,1.0,0
Andhra Pradesh,2023,7,EXTORTION,1.0,0
Andhra Pradesh,2023,7,FIREARM OFFENSE,1.0,0
Andhra Pradesh,2023,7,ILLEGAL POSSESSION,1.0,0
Andhra Pradesh,2023,7,KIDNAPPING,1.0,0
Andhra Pradesh,2023,7,SEXUAL ASSAULT,1.0,0
Andhra Pradesh,2023,7,VANDALISM,1.0,0
Andhra Pradesh,2023,7,VEHICLE - STOLEN,1.0,0
Andhra Pradesh,2023,8,ASSAULT,2.0,0
Andhra Pradesh,2023,8,DRUG OFFENSE,2.0,0
Andhra Pradesh,2023,8,FRAUD,1.0,0
Andhra Pradesh,2023,8,HOMICIDE,1.0,0
Andhra Pradesh,2023,8,IDENTITY THEFT,1.0,0
Andhra Pradesh,2023,8,KIDNAPPING,1.0,0
Andhra Pradesh,2023,8,PUBLIC INTOXICATION,1.0,0
Andhra Pradesh,2023,8,SEXUAL ASSAULT,1.0,0
Andhra Pradesh,2023,8,SHOPLIFTING,1.0,0
Andhra Pradesh,2023,8,VANDALISM,3.0,0
Andhra Pradesh,2023,8,VEHICLE - STOLEN,1.0,0
Andhra Pradesh,2023,9,BURGLARY,1.0,0
Andhra Pradesh,2023,9,CYBERCRIME,1.0,0
Andhra Pradesh,2023,9,DOMESTIC VIOLENCE,1.0,0
Andhra Pradesh,2023,9,DRUG OFFENSE,2.0,0
Andhra Pradesh,2023,9,EXTORTION,1.0,0
Andhra Pradesh,2023,9,FRAUD,1.0,0
Andhra Pradesh,2023,9,IDENTITY THEFT,1.0,0
Andhra Pradesh,2023,9,KIDNAPPING,1.0,0
Andhra Pradesh,2023,9,SEXUAL ASSAULT,1.0,0
Andhra Pradesh,2023,9,TRAFFIC VIOLATION,1.0,0
Andhra Pradesh,2023,9,VANDALISM,3.0,0
Andhra Pradesh,2023,10,ASSAULT,2.0,0
Andhra Pradesh,2023,10,COUNTERFEITING,2.0,0
Andhra Pradesh,2023,10,DOMESTIC VIOLENCE,2.0,0
Andhra Pradesh,2023,10,DRUG OFFENSE,2.0,0
Andhra Pradesh,2023,10,EXTORTION,1.0,0
Andhra Pradesh,2023,10,FIREARM OFFENSE,1.0,0
Andhra Pradesh,2023,10,IDENTITY THEFT,2.0,0
Andhra Pradesh,2023,10,KIDNAPPING,1.0,0
Andhra Pradesh,2023,10,PUBLIC INTOXICATION,1.0,0
Andhra Pradesh,2023,10,VANDALISM,1.0,0
Andhra Pradesh,2023,11,ARSON,2.0,0
Andhra Pradesh,2023,11,CYBERCRIME,1.0,0
Andhra Pradesh,2023,11,EXTORTION,1.0,0
Andhra Pradesh,2023,11,FIREARM OFFENSE,1.0,0
Andhra Pradesh,2023,11,HOMICIDE,1.0,0
Andhra Pradesh,2023,11,VANDALISM,1.0,0
Andhra Pradesh,2023,11,VEHICLE - STOLEN,1.0,0
Andhra Pradesh,2023,12,ARSON,2.0,3
Andhra Pradesh,2023,12,ASSAULT,2.0,3
Andhra Pradesh,2023,12,COUNTERFEITING,1.0,3
Andhra Pradesh,2023,12,DRUG OFFENSE,2.0,3
Andhra Pradesh,2023,12,EXTORTION,1.0,3
Andhra Pradesh,2023,12,IDENTITY THEFT,1.0,3
Andhra Pradesh,2023,12,ILLEGAL POSSESSION,1.0,3
Andhra Pradesh,2023,12,KIDNAPPING,1.0,3
