State,Year,Month,Crime Description,Crime Count,Month_sin,Month_cos,Lag_1,Lag_3,Rolling_Mean_3
Bihar,2024,1,PUBLIC INTOXICATION,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Bihar,2024,1,ROBBERY,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Bihar,2024,1,SEXUAL ASSAULT,1,0.49999999999999994,0.8660254037844387,3.0,2.0,2.0
Bihar,2024,1,SHOPLIFTING,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.3333333333333333
Bihar,2024,1,TRAFFIC VIOLATION,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Bihar,2024,1,VANDALISM,1,0.49999999999999994,0.8660254037844387,2.0,2.0,1.6666666666666667
Bihar,2024,1,VEHICLE - STOLEN,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Delhi,2024,1,ARSON,4,0.49999999999999994,0.8660254037844387,3.0,5.0,6.0
Delhi,2024,1,ASSAULT,4,0.49999999999999994,0.8660254037844387,2.0,5.0,2.6666666666666665
Delhi,2024,1,BURGLARY,4,0.49999999999999994,0.8660254037844387,5.0,1.0,3.3333333333333335
Delhi,2024,1,COUNTERFEITING,4,0.49999999999999994,0.8660254037844387,3.0,5.0,4.333333333333333
Delhi,2024,1,CYBERCRIME,4,0.49999999999999994,0.8660254037844387,6.0,1.0,4.333333333333333
Delhi,2024,1,DOMESTIC VIOLENCE,4,0.49999999999999994,0.8660254037844387,1.0,6.0,2.6666666666666665
Delhi,2024,1,DRUG OFFENSE,4,0.49999999999999994,0.8660254037844387,4.0,8.0,4.666666666666667
Delhi,2024,1,EXTORTION,4,0.49999999999999994,0.8660254037844387,3.0,4.0,4.333333333333333
Delhi,2024,1,FIREARM OFFENSE,4,0.49999999999999994,0.8660254037844387,1.0,6.0,4.666666666666667
Delhi,2024,1,FRAUD,5,0.49999999999999994,0.8660254037844387,3.0,9.0,6.0
Delhi,2024,1,HOMICIDE,4,0.49999999999999994,0.8660254037844387,5.0,1.0,3.6666666666666665
Delhi,2024,1,IDENTITY THEFT,4,0.49999999999999994,0.8660254037844387,8.0,5.0,6.666666666666667
Delhi,2024,1,ILLEGAL POSSESSION,4,0.49999999999999994,0.8660254037844387,7.0,4.0,5.333333333333333
Delhi,2024,1,KIDNAPPING,4,0.49999999999999994,0.8660254037844387,6.0,7.0,5.666666666666667
Delhi,2024,1,PUBLIC INTOXICATION,4,0.49999999999999994,0.8660254037844387,3.0,3.0,3.3333333333333335
Delhi,2024,1,ROBBERY,4,0.49999999999999994,0.8660254037844387,1.0,5.0,3.6666666666666665
Delhi,2024,1,SEXUAL ASSAULT,4,0.49999999999999994,0.8660254037844387,6.0,4.0,4.0
Delhi,2024,1,SHOPLIFTING,4,0.49999999999999994,0.8660254037844387,4.0,3.0,4.666666666666667
Delhi,2024,1,TRAFFIC VIOLATION,4,0.49999999999999994,0.8660254037844387,6.0,3.0,4.333333333333333
Delhi,2024,1,VANDALISM,4,0.49999999999999994,0.8660254037844387,4.0,6.0,4.666666666666667
Delhi,2024,1,VEHICLE - STOLEN,4,0.49999999999999994,0.8660254037844387,1.0,6.0,4.666666666666667
Gujarat,2024,1,ARSON,3,0.49999999999999994,0.8660254037844387,2.0,4.0,3.0
Gujarat,2024,1,ASSAULT,3,0.49999999999999994,0.8660254037844387,3.0,3.0,3.6666666666666665
Gujarat,2024,1,BURGLARY,3,0.49999999999999994,0.8660254037844387,3.0,1.0,3.3333333333333335
Gujarat,2024,1,COUNTERFEITING,3,0.49999999999999994,0.8660254037844387,1.0,3.0,1.6666666666666667
Gujarat,2024,1,CYBERCRIME,3,0.49999999999999994,0.8660254037844387,1.0,3.0,3.0
Gujarat,2024,1,DOMESTIC VIOLENCE,3,0.49999999999999994,0.8660254037844387,3.0,4.0,3.0
Gujarat,2024,1,DRUG OFFENSE,3,0.49999999999999994,0.8660254037844387,2.0,5.0,3.0
Gujarat,2024,1,EXTORTION,3,0.49999999999999994,0.8660254037844387,1.0,3.0,2.6666666666666665
Gujarat,2024,1,FIREARM OFFENSE,3,0.49999999999999994,0.8660254037844387,2.0,2.0,2.0
Gujarat,2024,1,FRAUD,3,0.49999999999999994,0.8660254037844387,4.0,4.0,3.3333333333333335
Gujarat,2024,1,HOMICIDE,3,0.49999999999999994,0.8660254037844387,3.0,1.0,1.6666666666666667
Gujarat,2024,1,IDENTITY THEFT,3,0.49999999999999994,0.8660254037844387,4.0,3.0,3.0
Gujarat,2024,1,ILLEGAL POSSESSION,3,0.49999999999999994,0.8660254037844387,5.0,2.0,3.6666666666666665
Gujarat,2024,1,KIDNAPPING,3,0.49999999999999994,0.8660254037844387,6.0,1.0,3.6666666666666665
Gujarat,2024,1,PUBLIC INTOXICATION,3,0.49999999999999994,0.8660254037844387,2.0,3.0,2.6666666666666665
Gujarat,2024,1,ROBBERY,3,0.49999999999999994,0.8660254037844387,3.0,4.0,2.6666666666666665
Gujarat,2024,1,SEXUAL ASSAULT,3,0.49999999999999994,0.8660254037844387,4.0,2.0,2.6666666666666665
Gujarat,2024,1,SHOPLIFTING,3,0.49999999999999994,0.8660254037844387,2.0,3.0,2.0
Gujarat,2024,1,TRAFFIC VIOLATION,3,0.49999999999999994,0.8660254037844387,4.0,1.0,2.3333333333333335
Gujarat,2024,1,VANDALISM,3,0.49999999999999994,0.8660254037844387,2.0,7.0,4.333333333333333
Gujarat,2024,1,VEHICLE - STOLEN,3,0.49999999999999994,0.8660254037844387,2.0,2.0,2.3333333333333335
Haryana,2024,1,ARSON,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Haryana,2024,1,ASSAULT,1,0.49999999999999994,0.8660254037844387,1.0,2.0,1.3333333333333333
Haryana,2024,1,BURGLARY,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Haryana,2024,1,COUNTERFEITING,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Haryana,2024,1,CYBERCRIME,1,0.49999999999999994,0.8660254037844387,2.0,2.0,1.6666666666666667
Haryana,2024,1,DOMESTIC VIOLENCE,1,0.49999999999999994,0.8660254037844387,1.0,2.0,1.3333333333333333
Haryana,2024,1,DRUG OFFENSE,1,0.49999999999999994,0.8660254037844387,1.0,2.0,1.3333333333333333
Haryana,2024,1,EXTORTION,1,0.49999999999999994,0.8660254037844387,2.0,1.0,1.6666666666666667
Haryana,2024,1,FIREARM OFFENSE,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Haryana,2024,1,FRAUD,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Haryana,2024,1,HOMICIDE,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.3333333333333333
Haryana,2024,1,IDENTITY THEFT,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.6666666666666667
Haryana,2024,1,ILLEGAL POSSESSION,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Haryana,2024,1,KIDNAPPING,1,0.49999999999999994,0.8660254037844387,1.0,2.0,2.3333333333333335
Haryana,2024,1,PUBLIC INTOXICATION,1,0.49999999999999994,0.8660254037844387,2.0,1.0,1.3333333333333333
Haryana,2024,1,ROBBERY,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.3333333333333333
Haryana,2024,1,SEXUAL ASSAULT,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Haryana,2024,1,SHOPLIFTING,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Haryana,2024,1,TRAFFIC VIOLATION,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.3333333333333333
Haryana,2024,1,VANDALISM,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Haryana,2024,1,VEHICLE - STOLEN,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Jammu and Kashmir,2024,1,ARSON,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Jammu and Kashmir,2024,1,ASSAULT,1,0.49999999999999994,0.8660254037844387,1.0,3.0,1.6666666666666667
Jammu and Kashmir,2024,1,BURGLARY,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Jammu and Kashmir,2024,1,COUNTERFEITING,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Jammu and Kashmir,2024,1,CYBERCRIME,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Jammu and Kashmir,2024,1,DOMESTIC VIOLENCE,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Jammu and Kashmir,2024,1,DRUG OFFENSE,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Jammu and Kashmir,2024,1,EXTORTION,1,0.49999999999999994,0.8660254037844387,1.0,2.0,1.3333333333333333
Jammu and Kashmir,2024,1,FIREARM OFFENSE,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Jammu and Kashmir,2024,1,FRAUD,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Jammu and Kashmir,2024,1,HOMICIDE,1,0.49999999999999994,0.8660254037844387,2.0,2.0,1.6666666666666667
Jammu and Kashmir,2024,1,IDENTITY THEFT,1,0.49999999999999994,0.8660254037844387,2.0,1.0,1.6666666666666667
Jammu and Kashmir,2024,1,ILLEGAL POSSESSION,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Jammu and Kashmir,2024,1,KIDNAPPING,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Jammu and Kashmir,2024,1,PUBLIC INTOXICATION,1,0.49999999999999994,0.8660254037844387,2.0,1.0,1.3333333333333333
Jammu and Kashmir,2024,1,ROBBERY,1,0.49999999999999994,0.8660254037844387,1.0,2.0,1.3333333333333333
Jammu and Kashmir,2024,1,SEXUAL ASSAULT,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Jammu and Kashmir,2024,1,SHOPLIFTING,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Jammu and Kashmir,2024,1,TRAFFIC VIOLATION,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Jammu and Kashmir,2024,1,VANDALISM,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Jammu and Kashmir,2024,1,VEHICLE - STOLEN,1,0.49999999999999994,0.8660254037844387,1.0,2.0,1.3333333333333333
Karnataka,2024,1,ARSON,3,0.49999999999999994,0.8660254037844387,5.0,4.0,3.3333333333333335
Karnataka,2024,1,ASSAULT,3,0.49999999999999994,0.8660254037844387,5.0,1.0,2.3333333333333335
Karnataka,2024,1,BURGLARY,3,0.49999999999999994,0.8660254037844387,2.0,6.0,5.666666666666667
Karnataka,2024,1,COUNTERFEITING,3,0.49999999999999994,0.8660254037844387,1.0,4.0,3.0
Karnataka,2024,1,CYBERCRIME,3,0.49999999999999994,0.8660254037844387,1.0,1.0,2.3333333333333335
Karnataka,2024,1,DOMESTIC VIOLENCE,3,0.49999999999999994,0.8660254037844387,4.0,6.0,4.333333333333333
Karnataka,2024,1,DRUG OFFENSE,3,0.49999999999999994,0.8660254037844387,2.0,4.0,3.0
Karnataka,2024,1,EXTORTION,3,0.49999999999999994,0.8660254037844387,2.0,3.0,2.6666666666666665
Karnataka,2024,1,FIREARM OFFENSE,3,0.49999999999999994,0.8660254037844387,5.0,3.0,3.0
Karnataka,2024,1,FRAUD,3,0.49999999999999994,0.8660254037844387,3.0,4.0,3.6666666666666665
Karnataka,2024,1,HOMICIDE,3,0.49999999999999994,0.8660254037844387,3.0,4.0,2.6666666666666665
Karnataka,2024,1,IDENTITY THEFT,3,0.49999999999999994,0.8660254037844387,4.0,1.0,4.0
Karnataka,2024,1,ILLEGAL POSSESSION,3,0.49999999999999994,0.8660254037844387,4.0,1.0,3.3333333333333335
Karnataka,2024,1,KIDNAPPING,3,0.49999999999999994,0.8660254037844387,6.0,3.0,3.3333333333333335
Karnataka,2024,1,PUBLIC INTOXICATION,3,0.49999999999999994,0.8660254037844387,4.0,6.0,4.666666666666667
Karnataka,2024,1,ROBBERY,3,0.49999999999999994,0.8660254037844387,1.0,4.0,2.0
Karnataka,2024,1,SEXUAL ASSAULT,3,0.49999999999999994,0.8660254037844387,6.0,1.0,3.3333333333333335
Karnataka,2024,1,SHOPLIFTING,3,0.49999999999999994,0.8660254037844387,2.0,2.0,2.0
Karnataka,2024,1,TRAFFIC VIOLATION,3,0.49999999999999994,0.8660254037844387,4.0,5.0,4.666666666666667
Karnataka,2024,1,VANDALISM,3,0.49999999999999994,0.8660254037844387,2.0,3.0,2.6666666666666665
Karnataka,2024,1,VEHICLE - STOLEN,3,0.49999999999999994,0.8660254037844387,2.0,4.0,2.6666666666666665
Madhya Pradesh,2024,1,ARSON,1,0.49999999999999994,0.8660254037844387,3.0,1.0,1.6666666666666667
Madhya Pradesh,2024,1,ASSAULT,2,0.49999999999999994,0.8660254037844387,3.0,3.0,2.6666666666666665
Madhya Pradesh,2024,1,BURGLARY,1,0.49999999999999994,0.8660254037844387,1.0,2.0,1.3333333333333333
Madhya Pradesh,2024,1,COUNTERFEITING,1,0.49999999999999994,0.8660254037844387,2.0,1.0,1.3333333333333333
Madhya Pradesh,2024,1,CYBERCRIME,1,0.49999999999999994,0.8660254037844387,2.0,1.0,1.6666666666666667
Madhya Pradesh,2024,1,DOMESTIC VIOLENCE,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Madhya Pradesh,2024,1,DRUG OFFENSE,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Madhya Pradesh,2024,1,EXTORTION,1,0.49999999999999994,0.8660254037844387,4.0,5.0,3.3333333333333335
Madhya Pradesh,2024,1,FIREARM OFFENSE,1,0.49999999999999994,0.8660254037844387,3.0,2.0,2.0
Madhya Pradesh,2024,1,FRAUD,1,0.49999999999999994,0.8660254037844387,1.0,2.0,1.3333333333333333
Madhya Pradesh,2024,1,HOMICIDE,1,0.49999999999999994,0.8660254037844387,1.0,2.0,1.3333333333333333
Madhya Pradesh,2024,1,IDENTITY THEFT,1,0.49999999999999994,0.8660254037844387,2.0,2.0,1.6666666666666667
Madhya Pradesh,2024,1,ILLEGAL POSSESSION,1,0.49999999999999994,0.8660254037844387,1.0,2.0,1.3333333333333333
Madhya Pradesh,2024,1,KIDNAPPING,1,0.49999999999999994,0.8660254037844387,2.0,2.0,1.6666666666666667
Madhya Pradesh,2024,1,PUBLIC INTOXICATION,1,0.49999999999999994,0.8660254037844387,1.0,2.0,1.3333333333333333
Madhya Pradesh,2024,1,ROBBERY,1,0.49999999999999994,0.8660254037844387,1.0,2.0,2.0
Madhya Pradesh,2024,1,SEXUAL ASSAULT,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Madhya Pradesh,2024,1,SHOPLIFTING,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Madhya Pradesh,2024,1,TRAFFIC VIOLATION,1,0.49999999999999994,0.8660254037844387,1.0,2.0,1.6666666666666667
Madhya Pradesh,2024,1,VANDALISM,1,0.49999999999999994,0.8660254037844387,1.0,3.0,2.0
Madhya Pradesh,2024,1,VEHICLE - STOLEN,1,0.49999999999999994,0.8660254037844387,1.0,3.0,2.0
Maharashtra,2024,1,ARSON,8,0.49999999999999994,0.8660254037844387,7.0,11.0,7.666666666666667
Maharashtra,2024,1,ASSAULT,8,0.49999999999999994,0.8660254037844387,9.0,12.0,9.0
Maharashtra,2024,1,BURGLARY,8,0.49999999999999994,0.8660254037844387,11.0,10.0,8.666666666666666
Maharashtra,2024,1,COUNTERFEITING,8,0.49999999999999994,0.8660254037844387,10.0,8.0,9.333333333333334
Maharashtra,2024,1,CYBERCRIME,9,0.49999999999999994,0.8660254037844387,7.0,8.0,9.0
Maharashtra,2024,1,DOMESTIC VIOLENCE,7,0.49999999999999994,0.8660254037844387,8.0,6.0,9.0
Maharashtra,2024,1,DRUG OFFENSE,9,0.49999999999999994,0.8660254037844387,10.0,11.0,10.666666666666666
Maharashtra,2024,1,EXTORTION,7,0.49999999999999994,0.8660254037844387,10.0,5.0,7.666666666666667
Maharashtra,2024,1,FIREARM OFFENSE,8,0.49999999999999994,0.8660254037844387,7.0,12.0,10.333333333333334
Maharashtra,2024,1,FRAUD,8,0.49999999999999994,0.8660254037844387,11.0,7.0,8.333333333333334
Maharashtra,2024,1,HOMICIDE,7,0.49999999999999994,0.8660254037844387,10.0,9.0,9.666666666666666
Maharashtra,2024,1,IDENTITY THEFT,8,0.49999999999999994,0.8660254037844387,6.0,7.0,6.0
Maharashtra,2024,1,ILLEGAL POSSESSION,7,0.49999999999999994,0.8660254037844387,12.0,7.0,9.0
Maharashtra,2024,1,KIDNAPPING,8,0.49999999999999994,0.8660254037844387,9.0,9.0,8.0
Maharashtra,2024,1,PUBLIC INTOXICATION,8,0.49999999999999994,0.8660254037844387,10.0,8.0,8.333333333333334
Maharashtra,2024,1,ROBBERY,7,0.49999999999999994,0.8660254037844387,9.0,6.0,7.666666666666667
Maharashtra,2024,1,SEXUAL ASSAULT,8,0.49999999999999994,0.8660254037844387,6.0,8.0,5.666666666666667
Maharashtra,2024,1,SHOPLIFTING,9,0.49999999999999994,0.8660254037844387,10.0,9.0,9.0
Maharashtra,2024,1,TRAFFIC VIOLATION,8,0.49999999999999994,0.8660254037844387,14.0,10.0,9.333333333333334
Maharashtra,2024,1,VANDALISM,8,0.49999999999999994,0.8660254037844387,13.0,12.0,11.0
Maharashtra,2024,1,VEHICLE - STOLEN,11,0.49999999999999994,0.8660254037844387,5.0,17.0,10.0
Punjab,2024,1,ARSON,1,0.49999999999999994,0.8660254037844387,1.0,4.0,2.0
Punjab,2024,1,ASSAULT,1,0.49999999999999994,0.8660254037844387,2.0,2.0,2.0
Punjab,2024,1,BURGLARY,1,0.49999999999999994,0.8660254037844387,5.0,1.0,2.6666666666666665
Punjab,2024,1,COUNTERFEITING,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Punjab,2024,1,CYBERCRIME,1,0.49999999999999994,0.8660254037844387,1.0,2.0,1.3333333333333333
Punjab,2024,1,DOMESTIC VIOLENCE,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.3333333333333333
Punjab,2024,1,DRUG OFFENSE,1,0.49999999999999994,0.8660254037844387,1.0,2.0,1.6666666666666667
Punjab,2024,1,EXTORTION,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Punjab,2024,1,FIREARM OFFENSE,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Punjab,2024,1,FRAUD,1,0.49999999999999994,0.8660254037844387,2.0,1.0,1.6666666666666667
Punjab,2024,1,HOMICIDE,1,0.49999999999999994,0.8660254037844387,4.0,1.0,2.3333333333333335
Punjab,2024,1,IDENTITY THEFT,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Punjab,2024,1,ILLEGAL POSSESSION,1,0.49999999999999994,0.8660254037844387,1.0,2.0,1.6666666666666667
Punjab,2024,1,KIDNAPPING,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Punjab,2024,1,PUBLIC INTOXICATION,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Punjab,2024,1,ROBBERY,1,0.49999999999999994,0.8660254037844387,1.0,3.0,1.6666666666666667
Punjab,2024,1,SEXUAL ASSAULT,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Punjab,2024,1,SHOPLIFTING,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Punjab,2024,1,TRAFFIC VIOLATION,1,0.49999999999999994,0.8660254037844387,3.0,2.0,2.3333333333333335
Punjab,2024,1,VANDALISM,1,0.49999999999999994,0.8660254037844387,2.0,1.0,1.3333333333333333
Punjab,2024,1,VEHICLE - STOLEN,1,0.49999999999999994,0.8660254037844387,1.0,2.0,1.3333333333333333
Rajasthan,2024,1,ARSON,1,0.49999999999999994,0.8660254037844387,1.0,2.0,1.3333333333333333
Rajasthan,2024,1,ASSAULT,1,0.49999999999999994,0.8660254037844387,2.0,1.0,1.6666666666666667
Rajasthan,2024,1,BURGLARY,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Rajasthan,2024,1,COUNTERFEITING,1,0.49999999999999994,0.8660254037844387,2.0,1.0,1.6666666666666667
Rajasthan,2024,1,CYBERCRIME,1,0.49999999999999994,0.8660254037844387,1.0,1.0,2.0
Rajasthan,2024,1,DOMESTIC VIOLENCE,1,0.49999999999999994,0.8660254037844387,1.0,3.0,2.0
Rajasthan,2024,1,DRUG OFFENSE,1,0.49999999999999994,0.8660254037844387,1.0,3.0,2.0
Rajasthan,2024,1,EXTORTION,1,0.49999999999999994,0.8660254037844387,2.0,1.0,2.0
Rajasthan,2024,1,FIREARM OFFENSE,1,0.49999999999999994,0.8660254037844387,2.0,2.0,1.6666666666666667
Rajasthan,2024,1,FRAUD,1,0.49999999999999994,0.8660254037844387,2.0,2.0,1.6666666666666667
Rajasthan,2024,1,HOMICIDE,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Rajasthan,2024,1,IDENTITY THEFT,1,0.49999999999999994,0.8660254037844387,1.0,2.0,1.3333333333333333
Rajasthan,2024,1,ILLEGAL POSSESSION,1,0.49999999999999994,0.8660254037844387,2.0,1.0,1.6666666666666667
Rajasthan,2024,1,KIDNAPPING,1,0.49999999999999994,0.8660254037844387,2.0,2.0,1.6666666666666667
Rajasthan,2024,1,PUBLIC INTOXICATION,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Rajasthan,2024,1,ROBBERY,1,0.49999999999999994,0.8660254037844387,1.0,3.0,1.6666666666666667
Rajasthan,2024,1,SEXUAL ASSAULT,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Rajasthan,2024,1,SHOPLIFTING,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Rajasthan,2024,1,TRAFFIC VIOLATION,2,0.49999999999999994,0.8660254037844387,3.0,2.0,2.0
Rajasthan,2024,1,VANDALISM,1,0.49999999999999994,0.8660254037844387,1.0,2.0,1.3333333333333333
Rajasthan,2024,1,VEHICLE - STOLEN,1,0.49999999999999994,0.8660254037844387,1.0,1.0,1.0
Tamil Nadu,2024,1,ARSON,2,0.49999999999999994,0.8660254037844387,2.0,3.0,2.3333333333333335
Tamil Nadu,2024,1,ASSAULT,2,0.49999999999999994,0.8660254037844387,1.0,5.0,2.3333333333333335
Tamil Nadu,2024,1,BURGLARY,2,0.49999999999999994,0.8660254037844387,4.0,3.0,3.0
Tamil Nadu,2024,1,COUNTERFEITING,2,0.49999999999999994,0.8660254037844387,2.0,2.0,1.6666666666666667
Tamil Nadu,2024,1,CYBERCRIME,2,0.49999999999999994,0.8660254037844387,1.0,1.0,2.3333333333333335
Tamil Nadu,2024,1,DOMESTIC VIOLENCE,2,0.49999999999999994,0.8660254037844387,2.0,4.0,2.3333333333333335
Tamil Nadu,2024,1,DRUG OFFENSE,2,0.49999999999999994,0.8660254037844387,3.0,1.0,2.0
Tamil Nadu,2024,1,EXTORTION,2,0.49999999999999994,0.8660254037844387,4.0,3.0,3.0
Tamil Nadu,2024,1,FIREARM OFFENSE,2,0.49999999999999994,0.8660254037844387,2.0,2.0,2.0
Tamil Nadu,2024,1,FRAUD,2,0.49999999999999994,0.8660254037844387,1.0,3.0,2.0
Tamil Nadu,2024,1,HOMICIDE,2,0.49999999999999994,0.8660254037844387,1.0,2.0,1.3333333333333333
Tamil Nadu,2024,1,IDENTITY THEFT,2,0.49999999999999994,0.8660254037844387,1.0,3.0,3.0
Tamil Nadu,2024,1,ILLEGAL POSSESSION,2,0.49999999999999994,0.8660254037844387,1.0,3.0,2.0
Tamil Nadu,2024,1,KIDNAPPING,2,0.49999999999999994,0.8660254037844387,5.0,1.0,3.0
